CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
C01373,64,No internet,Month-to-Month,36.33,$2593.71,Credit Card,Yes
C01374,21,DSL,Month-to-Month,65.03,1184.59,Electronic Check,No
C01375,13,DSL,Two Year,55.74,666.87,Credit Card,No
C01376,13,Fiber Optic,One Year,33.34,491.77,Credit Card,No
C01377,58,Fiber Optic,Two Year,48.34,2646.59,Electronic Check,No
C01378,66,Fiber Optic,Two Year,63.42,4125.3,Electronic Check,Yes
C01379,69,No Internet,Month-to-Month,31.63,2081.76,Bank Transfer,No
C01380,44,DSL,Month-to-Month,90.32,$3639.72,Bank Transfer,Yes
C01381,10, No Internet ,Month-to-Month,69.51,770.71,Electronic Check,No
C01382,65,Fiber Optic,One Year,,6151.3,Credit Card,No
C01383,59, Dsl,Two Year,72.55,4702.27,Electronic Check,No
C01384,56,Fiber Optic,One Year,88.2,4812.43,Mailed Check,Yes
C01385,63,DSL,Month-to-Month,74.39,5335.57,Electronic Check,No
C01386,23,fiber optic,Month-to-Month,53.79,1271.76,Mailed Check,No
C01387,17,,One Year, 73.31 ,1251.47,,No
C01388,20,DSL,One Year,103.25,2017.49,Electronic Check,No
C01389,65,DSL, one year, 65.54 ,3907.3,Credit Card,No
C01390,54,DSL,Month-to-Month,89.21,5502.15,Electronic Check,No
C01391,62,DSL,Month-to-Month,88.43,5717.14,Bank Transfer,No
C01392,67,DSL,One Year,91.55,6418.13,Electronic Check,No
C01393,42,DSL,Month-to-Month,47.36,1740.82,Mailed Check,No
C01394,13,DSL,Month-to-Month,,471.68,Bank Transfer,No
C01395,25,DSL,Month-to-Month,52.45,1247.56,Mailed Check,No
C01396,10,Fiber Optic,Month-to-Month,114.94,1269.98,Mailed Check,Yes
C01397,30,Fiber Optic,Two Year,110.08,3169.03,Electronic Check,No
C01398,30,DSL,One Year,54.6,1851.09,Credit Card,No
C01399,42,Fiber Optic,One Year,28.08,1046.78,Credit Card,No
C01400,30,DSL,Month-to-Month,55.44,1657.28,Electronic Check,No
C01401,41,Fiber Optic,Month-to-Month,66.79,2769.49,Electronic Check,Yes
C01402,13,Fiber Optic,Two Year,69.8,945.3,Electronic Check,No
C01403,49,Fiber Optic,Month-to-Month,93.1,4425.97,,Yes
C01404,16,Fiber Optic,Month-to-Month,15.5,223.22,Bank Transfer,Yes
C01405,69,DSL,Month-to-Month,21.16,1628.66,Mailed Check,No
C01406,4,Fiber Optic,One Year,,272.38,Electronic Check,Yes
C01407,42,DSL,Month-to-Month,88.86,3576.85,Mailed Check,No
C01408,63,FIBER,Month-to-Month,63.42,3734.36,Mailed Check,No
C01409,34,DSL ,Month-to-Month,16.99,$527.66,Credit Card,Yes
C01410,14,Fiber Optic,One Year,32.62,$511.57,Mailed Check,No
C01411,55,No Internet,One Year,26.31,1323.6,Electronic Check,No
C01412,69,DSL,One Year,63.63,,Electronic Check,No
C01413,10,No Internet,Month-to-Month,44.5,501.76,,Yes
C01414,29,Fiber Optic,Month-to-Month, 43.93 ,1208.96,Electronic Check,Yes
C01415,66,No Internet,One Year,58.95,3691.2,Credit Card,Yes
C01416,8,Fiber Optic,One Year,90.55,625.51,Electronic Check,Yes
C01417,14,DSL,Month-to-Month,93.94,1282.81,Electronic Check,No
C01418,6,FIBER, Month-to-Month ,87.93,557.0,Electronic Check,Yes
C01419,3,Fiber Optic,Month-to-Month,47.53,133.83,Electronic Check,Yes
C01420,31,DSL,Two Year,80.43,2670.26,Electronic Check,No
C01421,11,No Internet,Month-to-Month,54.7,550.57,Bank Transfer,Yes
C01422,29,Fiber Optic,Two Year,41.86,1151.43,Credit Card,Yes
C01423,26,DSL,Month-to-Month,96.63,2492.61,Credit Card,Yes
C01424,7,No internet,Month-to-Month,26.58,203.49,Credit Card,No
C01425,26,DSL,One Year, 99.66 ,2412.8,Electronic Check,No
C01426,69,DSL,Month-to-Month,69.47,4349.05,Electronic Check,Yes
C01427,48,DSL,One Year, 45.98 ,1881.28,Bank Transfer,No
C01428,50,DSL,Month-to-Month,100.56,5623.96,Bank Transfer,Yes
C01429,32,No Internet,One Year,15.0,535.56,Credit Card,No
C01430,23,Fiber Optic,Month-to-Month,49.71,1198.05,Mailed Check,Yes
C01431,22,DSL,Month-to-Month,56.07,,Bank Transfer,Yes
C01432,23, Dsl,Two Year,29.11,686.59,Credit Card,No
C01433,61,Fiber Optic,month-to-month,110.08,$7192.77,Mailed Check,Yes
C01434,40,DSL,Two Year,86.81,3357.98,Credit Card,No
C01435,30,,One Year,73.85,2193.7,Bank Transfer,Yes
C01436,2,Fiber Optic,One Year,70.08,158.23,Credit Card,No
C01437,19,DSL,Month-to-Month,55.46,1140.86,Credit Card,No
C01438,27,Fiber Optic,Month-to-Month,102.97,3009.31,Bank Transfer,No
C01439,36,No Internet,One Year,97.02,3766.79,Electronic Check,No
C01440,4,Fiber Optic,Month-to-Month,33.14,138.12,Electronic Check,Yes
C01441,15,Fiber Optic,One Year,80.44,1042.12,Electronic Check,Yes
C01442,22,Fiber Optic,Month-to-Month,110.93,2523.64,Credit Card,No
C01443,5,dsl,One Year,62.11,343.78,Mailed Check,No
C01444,61,Fiber Optic,Month-to-Month,75.86,4917.79,Credit Card,Yes
C01445,6,DSL,One year ,102.42,$669.31,Electronic Check,No
C01446,61,Fiber Optic,One Year,51.96,2986.25,,No
C01447,17,Fiber Optic,Two Year ,31.32,546.35,Bank Transfer,No
C01448,40,DSL,One Year,73.24,3138.16,Electronic Check,No
C01449,45,DSL,Month-to-Month,69.47,3093.64,Bank Transfer,No
C01450,2,DSL,Month-to-Month,46.65,80.13,Electronic Check,Yes
C01451,50,DSL,Month-to-Month,22.63,1035.33,Electronic Check,Yes
C01452,6,Fiber Optic,Month-to-Month,97.4,646.4,Electronic Check,Yes
C01453,0,No Internet, Month-to-Month ,111.98,101.85,Electronic Check,Yes
C01454,69,Fiber Optic,Two Year,59.25,4523.71,Credit Card,No
C01455,63,Fiber Optic,Month-to-Month,108.74,6164.14,Electronic Check,No
C01456,29, Dsl,One Year,49.08,1385.6,Credit Card,No
C01457,66,DSL,One Year,83.02,5927.96,Electronic Check,No
C01458,50,DSL,One Year,86.7,4505.08,Credit Card,No
C01459,4,Fiber Optic, Month-to-Month ,72.17,281.67,Electronic Check,Yes
C01460,42,DSL,One Year,,2822.73,Credit Card,No
C01461,22,Fiber Optic,Two Year,15.0,321.27,Electronic Check,No
C01462,55,Fiber Optic,One Year,118.06,7009.94,Bank Transfer,No
C01463,26,Fiber Optic,Month-to-Month,69.45,1655.2,Electronic Check,Yes
C01464,3,No Internet,Month-to-Month,70.29,220.63,Electronic Check,No
C01465,68,DSL,Month-to-Month,79.12,5983.07,Mailed Check,No
C01466,32,FIBER,One Year,39.77,1368.57,Electronic Check,Yes
C01467,70,Fiber Optic,Month-to-Month,103.43,6640.89,Electronic Check,No
C01468,19,fiber optic,MONTHLY,52.9,897.89,Electronic Check,No
C01469,34,fiber optic,Month-to-Month,70.12,2563.29,Credit Card,No
C01470,47,DSL,Month-to-Month,55.12,2304.42,Electronic Check,No
C01471,72,Fiber Optic,Month-to-Month,47.93,2990.92,Electronic Check,No
C01472,16,Fiber Optic,One Year,76.94,$1121.43,Electronic Check,No
C01473,6,Fiber Optic,Month-to-Month,60.26,321.67,Bank Transfer,No
C01474,47,DSL,Two Year,94.53,5100.66,Bank Transfer,No
C01475,39,DSL,Two Year,65.82,2689.63,Credit Card,No
C01476,33,DSL,Month-to-Month,73.01,,Electronic Check,No
C01477,10,DSL,Month-to-Month,59.61,619.57,Mailed Check,Yes
C01478,15,Fiber Optic,Month-to-Month, 62.7 ,945.03,Credit Card,No
C01479,18,Fiber Optic,Month-to-Month,113.07,1911.67,Electronic Check,Yes
C01480,8,Fiber Optic,One Year,111.79,968.44,Mailed Check,Yes
C01481,28,,One Year,48.45,1195.2,Credit Card,No
C01482,72,Fiber Optic,Two Year,90.37,5935.82,Bank Transfer,Yes
C01483,1,Fiber Optic,1 Year,68.48,73.75,Credit Card,No
C01484,39,DSL,Month-to-Month,99.37,4313.49,Electronic Check,No
C01485,55,No Internet,Two Year,94.83,4680.61,Bank Transfer,No
C01486,6,Fiber Optic, Month-to-Month ,34.91,212.26,Mailed Check,Yes
C01487,56,No Internet,One Year,59.95,2933.99,Electronic Check,No
C01488,35,DSL,One Year,88.66,2784.6,Credit Card,No
C01489,22,Fiber Optic,Two Year,67.13,1448.11,Electronic Check,No
C01490,27,Fiber Optic,Month-to-Month,88.64,$2339.73,Bank Transfer,No
C01491,35,No Internet,Month-to-Month,49.48,1946.81,Electronic Check,No
C01492,8,Fiber Optic,Two Year,57.31,433.5,Electronic Check,Yes
C01493,66,Fiber Optic, one year,90.09,6033.05,Credit Card,No
C01494,59,Fiber Optic,Two Year,81.88,4179.95,Electronic Check,No
C01495,54,DSL,One Year,79.29,4214.59,Bank Transfer,No
C01496,9,Fiber Optic,Month-to-Month,80.84,648.83,Mailed Check,Yes
C01497,35,No Internet,Month-to-Month,50.32,1561.44,Electronic Check,No
C01498,72, Fiber Optic ,month-to-month,52.19,$4159.63,Electronic Check,Yes
C01499,-5,No Internet,1 Year,111.33,123.71,Electronic Check,Yes
C01500,64,Fiber Optic,Month-to-Month,71.58,4716.1,Electronic Check,No
C01501,72,Fiber Optic,One Year,97.17,$6792.18,Credit Card,Yes
C01502,26,DSL,One Year,60.71,,Mailed Check,No
C01503,30,No Internet,Month-to-Month,58.95,1959.26,Bank Transfer,No
C01504,66,No Internet,One Year,65.37,3827.56,Bank Transfer,No
C01505,42,Fiber Optic,One Year,106.8,4038.07,Credit Card,No
C01506,32,Fiber Optic,One Year,82.56,2307.6,Electronic Check,No
C01507,5, Dsl,Month-to-Month, 16.48 ,84.97,Credit Card,No
C01508,25,Fiber Optic,One Year,30.55,850.03,Electronic Check,No
C01509,42,No Internet,One Year,112.95,,Bank Transfer,No
C01510,51,fiber optic,1 Year,42.1,2123.28,Electronic Check,No
C01511,23,Fiber Optic,Month-to-Month,70.24,1487.33,Credit Card,Yes
C01512,19,Fiber Optic,Month-to-Month,92.58,1838.75,Credit Card,Yes
C01513,51,DSL ,Month-to-Month,25.55,1374.35,Mailed Check,No
C01514,51,,Month-to-Month,34.06,1865.47,Credit Card,Yes
C01515,41,DSL,MONTHLY,62.75,2520.68,Credit Card,No
C01516,53,DSL,Month-to-Month,70.79,3214.21,Bank Transfer,No
C01517,63,FIBER,Month-to-Month,93.99,6543.42,Credit Card,Yes
C01518,28,Fiber Optic,Two Year,62.07,1976.84,Electronic Check,No
C01519,28,Fiber Optic,Month-to-Month,48.29,1430.65,Mailed Check,No
C01520,40,Fiber Optic,month-to-month,53.71,2229.61,Mailed Check,Yes
C01521,53,DSL,Month-to-Month,59.96,3486.8,Electronic Check,Yes
C01522,46,Fiber Optic,Month-to-Month,85.01,3541.76,Electronic Check,Yes
C01523,15,DSL,Two Year,,876.95,Credit Card,No
C01524,67,Fiber Optic,One Year,89.86,6829.49,Electronic Check,Yes
C01525,53,DSL,Month-to-Month,106.74,$5478.35,Credit Card,Yes
C01526,43,Fiber Optic,Month-to-Month,104.16,5069.12,Electronic Check,No
C01527,63,No Internet,Month-to-Month,72.37,4562.8,Electronic Check,No
C01528,53,,Month-to-Month,16.97,$1008.81,Electronic Check,No
C01529,10,Fiber Optic,Month-to-Month,52.27,579.15,,Yes
C01530,0,Fiber Optic,Two Year,80.2,$85.28,Electronic Check,No
C01531,46,dsl,Month-to-Month,,5492.84,Credit Card,No
C01532,71,,Month-to-Month,46.74,3775.89,Electronic Check,No
C01533,5,DSL,Month-to-Month, 64.33 ,279.24,Electronic Check,No
C01534,52,DSL,Month-to-Month,84.06,5004.84,Bank Transfer,No
C01535,14,Fiber Optic,1 Year,78.7,1112.5,Electronic Check,No
C01536,38,Fiber optic,Month-to-Month,,3133.37,Credit Card,Yes
C01537,51,DSL,Month-to-Month,58.0,3198.37,Credit Card,No
C01538,46,Fiber Optic,Two Year,78.63,3445.3,Electronic Check,Yes
C01539,68,Fiber Optic,Two Year,82.74,5902.51,Credit Card,No
C01540,66,DSL,Month-to-Month,46.29,3117.39,Bank Transfer,No
C01541,39,Fiber Optic,MONTHLY,67.67,2797.38,Electronic Check,No
C01542,59,NO INTERNET,Month-to-Month,26.19,1603.42,Mailed Check,No
C01543,58,DSL,Two Year, 53.4 ,2880.72,Electronic Check,No
C01544,60,DSL,Two Year,88.28,,Mailed Check,No
C01545,49,DSL,Month-to-Month,78.51,3438.71,Electronic Check,No
C01546,28,DSL,Month-to-Month,90.92,2448.88,Bank Transfer,No
C01547,23,DSL,One Year,62.22,$1264.35,Bank Transfer,No
C01548,50,No Internet,MONTHLY,39.8,1815.46,,No
C01549,31,DSL,Month-to-Month,67.46,2368.12,Electronic Check,Yes
C01550,52,DSL,Month-to-Month,96.89,4520.65,Credit Card,No
C01551,69,,Two Year,58.55,4425.24,Electronic Check,No
C01552,21,Fiber Optic,Two Year,67.38,1490.96,Bank Transfer,No
C01553,15,Fiber Optic,One Year,68.89,1032.43,Mailed Check,No
C01554,41,Fiber Optic,Month-to-Month,44.16,1929.96,Credit Card,Yes
C01555,27,DSL,Two Year,47.98,1310.7,Electronic Check,No
C01556,71,Fiber Optic,Month-to-Month,101.49,7133.01,Electronic Check,Yes
C01557,42,DSL,Month-to-Month,82.39,$3293.15,Mailed Check,No
C01558,17,No Internet,Month-to-Month,36.38,615.77,Bank Transfer,No
C01559,66,Fiber Optic,Month-to-Month,48.88,3324.86,Mailed Check,Yes
C01560,12,dsl,Two Year,58.72,760.97,Electronic Check,No
C01561,30,Fiber Optic,MONTHLY,82.44,2106.79,Electronic Check,Yes
C01562,28,Fiber Optic,month-to-month,51.85,,Electronic Check,No
C01563,14,Fiber Optic,Month-to-Month,78.49,1162.86,Mailed Check,No
C01564,29,Fiber Optic, Month-to-Month ,74.21,2294.83,Electronic Check,No
C01565,12,Fiber Optic,Month-to-Month,34.24,349.75,Credit Card,No
C01566,43,Fiber Optic,Two Year, 54.69 ,2180.39,Mailed Check,No
C01567,11,Fiber Optic,Month-to-Month,56.83,$666.91,Bank Transfer,Yes
C01568,5,No Internet,One Year,44.54,,Electronic Check,No
C01569,6, Fiber Optic ,Month-to-Month,73.72,478.23,Mailed Check,Yes
C01570,29,DSL,Month-to-Month,84.73,2433.33,Credit Card,Yes
C01571,31,DSL ,Two Year,51.0,1512.53,Credit Card,No
C01572,0,DSL,Two Year,67.04,,Electronic Check,No
C01573,48,No Internet,One Year,68.88,3355.9,Electronic Check,No
C01574,43,Fiber Optic,One Year,47.56,,Mailed Check,No
C01575,11,Fiber Optic,One Year,77.89,,Electronic Check,No
C01576,56,Fiber Optic,Month-to-Month, 77.59 ,4764.46,Credit Card,No
C01577,38,Fiber Optic,Two Year,88.63,3141.51,Bank Transfer,No
C01578,69,DSL,One Year,48.08,3448.0,Credit Card,No
C01579,62,Fiber Optic,Month-to-Month,80.87,5522.58,Credit Card,Yes
C01580,38,dsl,Month-to-Month,86.07,3416.21,Mailed Check,No
C01581,23,Fiber Optic,One Year,89.05,2071.52,Bank Transfer,No
C01582,3,Fiber Optic,month-to-month,110.46,349.3,Bank Transfer,Yes
C01583,67,Fiber Optic,Month-to-Month,55.14,3624.79,Electronic Check,Yes
C01584,39,DSL,One Year,70.21,2749.99,Bank Transfer,No
C01585,3,DSL, Month-to-Month ,50.55,147.14,Bank Transfer,No
C01586,72,DSL,Two Year,101.11,7442.2,Bank Transfer,No
C01587,24,Fiber Optic,One Year,50.98,1058.15,Electronic Check,Yes
C01588,35,DSL,Two Year,62.31,2078.3,Bank Transfer,No
C01589,41, Dsl,Month-to-Month,40.23,1768.8,Electronic Check,No
C01590,61,DSL,One Year,76.77,5149.19,Electronic Check,No
C01591,37,Fiber Optic,Month-to-Month,53.94,1873.15,Credit Card,Yes
C01592,57,Fiber Optic,Two Year,86.89,5583.33,Credit Card,Yes
C01593,3,DSL,Two Year,93.15,291.07,Electronic Check,Yes
C01594,14,DSL,Month-to-Month,140.0,1979.35,Electronic Check,Yes
C01595,35,Fiber Optic,Month-to-Month,55.27,1898.11,Mailed Check,Yes
C01596,71,DSL,Month-to-Month,61.61,3905.9,Mailed Check,Yes
C01597,56,DSL,Month-to-Month,66.96,$4277.65,Mailed Check,No
C01598,64,No Internet,Month-to-Month,86.42,6076.4,Electronic Check,No
C01599,4, Dsl,Month-to-Month,120.86,493.98,Electronic Check,Yes
C01600,12,No Internet,One Year,43.86,472.41,Credit Card,No
C01601,68,DSL,Month-to-Month,81.28,$4837.93,Bank Transfer,Yes
C01602,17,Fiber Optic,Two Year,72.43,1196.74,Electronic Check,No
C01603,32,DSL,One Year,56.85,1831.83,Electronic Check,No
C01604,65,Fiber Optic,Two Year,112.47,7769.25,Bank Transfer,No
C01605,22,DSL,Month-to-Month,62.77,1301.71,Mailed Check,No
C01606,2,DSL,One Year,48.63,91.1,Bank Transfer,No
C01607,29,DSL,Month-to-Month,67.2,1843.98,Bank Transfer,No
C01608,62, Fiber Optic ,Two Year,93.47,6596.01,Bank Transfer,No
C01609,72,DSL,Month-to-Month,61.08,4064.29,Mailed Check,No
C01610,72,Fiber Optic,One Year,57.42,3838.42,Mailed Check,No
C01611,29,Fiber Optic, two year,46.95,1298.8,Bank Transfer,No
C01612,49,Fiber optic,One Year,68.53,3366.98,Bank Transfer,Yes
C01613,69,Fiber Optic,One Year,78.97,4885.18,Electronic Check,No
C01614,37,Fiber Optic,Month-to-Month, 73.62 ,3081.39,Bank Transfer,No
C01615,31,DSL,One Year,78.27,2168.04,Electronic Check,No
C01616,25,DSL,Two Year,54.85,1513.73,Mailed Check,No
C01617,19,DSL,Month-to-Month,15.0,253.76,Credit Card,No
C01618,34,Fiber Optic,One Year,33.27,$1020.02,Mailed Check,No
C01619,2,DSL,Month-to-Month,110.28,210.93,Credit Card,Yes
C01620,71,DSL,Month-to-Month,89.85,6512.58,Mailed Check,No
C01621,69,DSL,MONTHLY,131.39,10341.06,Bank Transfer,No
C01622,66,Fiber Optic,Month-to-Month,91.32,6319.72,Bank Transfer,No
C01623,49,No Internet,Month-to-Month,55.29,2824.15,Electronic Check,Yes
C01624,72,dsl,Month-to-Month,59.74,4705.59,Electronic Check,No
C01625,29,Fiber Optic,Month-to-Month,47.37,1242.97,Bank Transfer,Yes
C01626,67,DSL ,One Year,74.92,5577.31,,No
C01627,59,No Internet, Month-to-Month ,94.97,5061.14,Credit Card,Yes
C01628,13,DSL,One Year,83.27,1092.58,Credit Card,No
C01629,65,DSL,One Year,73.66,$4723.95,Electronic Check,No
C01630,47,No Internet, Month-to-Month ,91.24,4030.55,Credit Card,No
C01631,20,fiber optic,Two Year,45.27,887.87,Credit Card,No
C01632,38,Fiber Optic,One Year,31.12,1081.31,Credit Card,No
C01633,62,DSL,Month-to-Month,47.87,2887.74,Electronic Check,No
C01634,38,DSL,month-to-month, 108.65 ,4528.11,Electronic Check,No
C01635,44,No Internet,One Year,60.43,2533.39,Credit Card,No
C01636,7,,Month-to-Month,71.83,548.69,Electronic Check,Yes
C01637,59,Fiber Optic,Two Year,85.2,5256.94,Electronic Check,Yes
C01638,68,DSL,One Year,95.49,6116.73,,No
C01639,23,DSL,MONTHLY,,1638.5,Bank Transfer,Yes
C01640,21,DSL,One Year,72.54,1356.14,Credit Card,No
C01641,61,dsl,2 Year,15.0,938.01,Electronic Check,No
C01642,51,Fiber Optic,Month-to-Month,41.55,2395.61,Electronic Check,Yes
C01643,19,Fiber Optic,One Year,70.88,1426.2,Electronic Check,No
C01644,37,No Internet,One Year,73.38,2673.71,Electronic Check,No
C01645,14,,One Year,15.0,226.51,,No
C01646,0,,One Year,71.51,63.2,Bank Transfer,Yes
C01647,56,DSL,Month-to-Month,88.18,4293.21,Credit Card,No
C01648,0,dsl,Month-to-Month,65.74,69.19,Credit Card,Yes
C01649,3,DSL, Month-to-Month ,42.48,131.64,Mailed Check,Yes
C01650,49,No Internet,One Year,60.85,3304.51,Mailed Check,No
C01651,29,No Internet,One Year,97.66,2812.08,Credit Card,No
C01652,16,Fiber Optic,Month-to-Month, 78.11 ,1408.46,Electronic Check,Yes
C01653,6,DSL,Month-to-Month,108.87,599.81,Mailed Check,Yes
C01654,26,No Internet, one year,63.51,1675.49,Electronic Check,No
C01655,40,DSL,Month-to-Month,77.92,2840.45,Credit Card,No
C01656,22,Fiber Optic,Two Year,74.11,1595.97,Credit Card,Yes
C01657,47,DSL,Two Year,44.49,2093.14,Mailed Check,No
C01658,29,DSL,One Year,29.12,,Mailed Check,No
C01659,61, No Internet ,One Year,83.56,4480.51,Bank Transfer,Yes
C01660,64,DSL,Month-to-Month, 91.01 ,5541.5,Credit Card,No
C01661,25,Fiber Optic,Month-to-Month,140.0,3458.43,Credit Card,Yes
C01662,46,DSL,Two Year,57.99,3030.18,Electronic Check,No
C01663,60,No Internet,Month-to-Month,35.77,1950.25,Electronic Check,No
C01664,72,DSL,Month-to-Month,69.44,4329.83,Electronic Check,No
C01665,8,Fiber Optic,2 Year,39.22,312.96,Bank Transfer,No
C01666,19,Fiber Optic,Two Year,26.35,574.26,Electronic Check,No
C01667,41,fiber optic,Month-to-Month,-50,3567.01,Bank Transfer,No
C01668,27,DSL,One Year,74.98,2254.91,Credit Card,No
C01669,55,Fiber Optic, Month-to-Month ,95.32,5137.22,Credit Card,No
C01670,17,Fiber Optic,1 Year,85.1,1588.6,Credit Card,Yes
C01671,72,DSL,Month-to-Month,82.58,5421.89,Credit Card,No
C01672,25,,Month-to-Month,75.1,2142.5,Bank Transfer,No
C01673,32,DSL,Month-to-Month,55.48,1921.72,Electronic Check,No
C01674,60,Fiber Optic,Month-to-Month,81.61,4794.22,Electronic Check,Yes
C01675,63, Dsl,month-to-month,15.0,858.58,Electronic Check,No
C01676,52,No Internet,Month-to-Month,58.48,$2845.62,Bank Transfer,No
C01677,68,DSL,Month-to-Month,48.8,3243.03,Credit Card,No
C01678,69,No Internet,Month-to-Month,107.3,7999.78,Mailed Check,No
C01679,67,DSL,Two Year,,5499.24,Electronic Check,No
C01680,24,Fiber Optic,Month-to-Month,39.09,1014.0,Electronic Check,Yes
C01681,27,Fiber Optic,Two Year,65.58,1987.18,Credit Card,No
C01682,70,DSL,Month-to-Month,32.56,$2549.86,Credit Card,No
C01683,55,Fiber Optic,Month-to-Month,96.2,4567.96,Electronic Check,No
C01684,67,No Internet,Month-to-Month,52.59,3643.66,Bank Transfer,No
C01685,4,DSL,Month-to-Month,40.83,164.39,Credit Card,No
C01686,44,Fiber Optic,One Year,21.41,958.09,Mailed Check,No
C01687,11,Fiber Optic,MONTHLY,65.93,817.29,Electronic Check,Yes
C01688,16,FIBER,Month-to-Month,48.34,750.09,Electronic Check,No
C01689,48,DSL,One Year,99.87,4871.3,Bank Transfer,No
C01690,37,DSL,Two Year,,2684.64,Mailed Check,No
C01691,52,DSL,Two Year,47.86,2698.54,Electronic Check,Yes
C01692,26,DSL,Month-to-Month,101.5,2403.94,Electronic Check,Yes
C01693,49,Fiber Optic,One Year,61.45,2894.06,Bank Transfer,No
C01694,15,No Internet,One Year,74.52,1252.97,Electronic Check,No
C01695,50,Fiber Optic,One Year,52.75,3024.15,Bank Transfer,No
C01696,37, Dsl,Month-to-Month,93.5,3603.41,Electronic Check,No
C01697,10, Dsl,Month-to-Month,69.83,681.9,Bank Transfer,No
C01698,13,DSL,Month-to-Month,137.91,1853.69,Credit Card,Yes
C01699,24,No Internet,One Year,,1975.94,Bank Transfer,No
C01700,3,No Internet,Month-to-Month,104.75,338.09,Bank Transfer,No
C01701,36,Fiber Optic,Two Year,114.31,,Mailed Check,Yes
C01702,41,dsl,One year ,15.0,635.29,Mailed Check,No
C01703,17,Fiber Optic,One Year,101.38,1718.16,Credit Card,No
C01704,10,DSL,Month-to-Month,80.04,906.54,Mailed Check,Yes
C01705,31,DSL,Month-to-Month,75.39,,Electronic Check,No
C01706,54,No Internet,Month-to-Month,37.32,2295.62,,No
C01707,16,DSL,Two Year,93.58,1295.03,Credit Card,No
C01708,13,dsl,One Year,76.5,1101.37,Electronic Check,No
C01709,69,Fiber Optic,Month-to-Month,67.48,4750.26,Mailed Check,No
C01710,67,Fiber Optic,One Year, 78.79 ,4559.96,Credit Card,No
C01711,54,Fiber Optic,Two Year,45.11,2478.77,Electronic Check,Yes
C01712,64,DSL,Month-to-Month,67.82,4217.93,Mailed Check,No
C01713,42,,Month-to-Month,53.73,2204.48,,No
C01714,45,DSL,Two Year,84.82,4123.53,Mailed Check,No
C01715,28,DSL,One Year,82.3,$1988.14,Bank Transfer,No
C01716,52,Fiber Optic,Two Year,87.02,4057.62,,No
C01717,48,DSL,One Year,48.2,2325.52,Bank Transfer,No
C01718,60,DSL ,Two Year,68.44,4489.52,Credit Card,No
C01719,63,DSL,Month-to-Month,71.97,4490.35,Mailed Check,No
C01720,58,DSL,Month-to-Month,91.94,4746.63,Bank Transfer,No
C01721,43, Fiber Optic , Month-to-Month ,76.06,3047.17,Electronic Check,No
C01722,8,DSL,One Year,114.91,838.04,Electronic Check,Yes
C01723,41,Fiber Optic,One Year,47.57,1768.21,Electronic Check,Yes
C01724,25,DSL, two year,51.59,1200.87,Electronic Check,No
C01725,30, Fiber Optic ,One Year,71.31,1964.57,Bank Transfer,No
C01726,52,DSL ,Two Year,79.36,3647.07,Electronic Check,No
C01727,52,DSL,Two Year,93.97,4311.57,Electronic Check,Yes
